year,month,period,metric,median,n_readings,iqr,min_val,max_val,flags_consensus,needs_review
2017,5,day,avion,42.6,5,0.0,42.6,42.6,,
2017,5,day,total,55.2,4,12.600000000000001,42.6,55.2,,high_spread_12.6|std_6.3
2017,5,evening,avion,33.3,4,0.0,33.3,33.3,,
2017,5,evening,total,51.0,3,17.700000000000003,33.3,51.0,,high_spread_17.7|std_10.2
2017,5,night,avion,15.0,9,0.0,15.0,15.0,,
2017,5,night,total,50.0,9,0.0,50.0,50.0,,
2017,6,day,avion,43.2,6,0.0,43.2,43.2,,
2017,6,day,total,55.2,7,12.0,43.2,55.2,,high_spread_12.0|std_4.5
2017,6,evening,avion,34.0,3,0.0,34.0,34.0,,
2017,6,evening,total,53.0,6,19.0,34.0,53.0,,high_spread_19.0|std_9.8
2017,6,night,avion,31.5,8,0.0,31.5,31.5,,
2017,6,night,total,51.2,6,0.0,51.2,51.2,,
2017,7,day,avion,42.8,7,0.0,42.8,42.8,,
2017,7,day,total,55.3,6,0.0,55.3,55.3,,
2017,7,evening,avion,31.9,5,0.0,31.9,31.9,,
2017,7,evening,total,31.9,2,0.0,31.9,31.9,,only_2_readings
2017,7,night,avion,20.7,8,0.0,20.7,20.7,,
2017,7,night,total,50.3,11,0.0,50.3,50.3,,
2017,8,day,avion,40.2,8,0.0,40.2,40.2,,
2017,8,day,total,53.1,10,12.899999999999999,40.2,53.1,,high_spread_12.9|std_6.2
2017,8,evening,avion,28.8,5,6.0,22.8,28.8,,high_spread_6.0|std_3.0
2017,8,evening,total,48.6,5,19.8,28.8,48.6,,high_spread_19.8|std_10.8
2017,8,night,avion,,13,,,,,no_valid_readings
2017,8,night,total,46.4,9,1.0,45.4,46.4,,
2017,9,day,avion,44.2,8,0.0,44.2,44.2,,
2017,9,day,total,54.6,9,10.399999999999999,44.2,54.6,,high_spread_10.4|std_5.2
2017,9,evening,avion,36.2,7,0.0,36.2,36.2,,
2017,9,evening,total,50.7,8,14.5,36.2,50.7,,high_spread_14.5|std_7.5
2017,9,night,avion,13.1,12,0.0,13.1,13.1,,
2017,9,night,total,49.4,12,9.0,40.4,49.4,,high_spread_9.0|std_2.6
2017,10,day,avion,44.1,8,0.0,44.1,44.1,,
2017,10,day,total,55.8,7,0.0,55.8,55.8,,
2017,10,evening,avion,36.1,8,0.0,36.1,36.1,,
2017,10,evening,total,51.8,7,15.699999999999996,36.1,51.8,,high_spread_15.7|std_8.4
2017,10,night,avion,20.1,10,0.0,20.1,20.1,,
2017,10,night,total,50.2,12,0.0,50.2,50.2,,
2017,11,day,avion,45.3,10,0.0,45.3,45.3,,
2017,11,day,total,55.5,10,20.0,35.5,55.5,,high_spread_20.0|std_6.8
2017,11,evening,avion,39.7,9,0.0,39.7,39.7,,
2017,11,evening,total,51.7,7,12.0,39.7,51.7,,high_spread_12.0|std_5.9
2017,11,night,avion,0.0,1,0.0,0.0,0.0,,only_1_readings
2017,11,night,total,50.4,11,0.19999999999999574,50.2,50.4,,
2017,12,day,avion,44.6,10,0.0,44.6,44.6,,
2017,12,day,total,55.4,9,0.0,55.4,55.4,,
2017,12,evening,avion,38.3,8,10.0,38.3,48.3,,high_spread_10.0|std_3.5
2017,12,evening,total,52.0,10,13.700000000000003,38.3,52.0,,high_spread_13.7|std_5.8
2017,12,night,avion,11.6,7,4.300000000000001,11.6,15.9,,
2017,12,night,total,49.8,10,0.6000000000000014,49.8,50.4,,
2018,1,day,avion,45.1,9,1.0,45.1,46.1,,
2018,1,day,total,55.8,10,0.0,55.8,55.8,,
2018,1,evening,avion,37.8,10,10.0,37.8,47.8,,high_spread_10.0|std_4.2
2018,1,evening,total,52.1,9,14.300000000000004,37.8,52.1,,high_spread_14.3|std_6.3
2018,1,night,avion,15.9,11,0.5,15.4,15.9,,
2018,1,night,total,50.4,10,0.0,50.4,50.4,,
2018,2,day,avion,44.5,13,29.900000000000006,44.5,74.4,,high_spread_29.9|std_8.3
2018,2,day,total,57.7,11,0.0,57.7,57.7,,
2018,2,evening,avion,37.2,8,10.599999999999994,37.2,47.8,,high_spread_10.6|std_4.8
2018,2,evening,total,51.8,5,14.599999999999994,37.2,51.8,*,high_spread_14.6|std_6.5
2018,2,night,avion,17.3,12,0.0,17.3,17.3,,
2018,2,night,total,50.1,9,0.0,50.1,50.1,,
2018,3,day,avion,41.9,11,0.0,41.9,41.9,,
2018,3,day,total,58.2,8,0.0,58.2,58.2,*,
2018,3,evening,avion,33.4,5,0.0,33.4,33.4,,
2018,3,evening,total,52.1,7,18.700000000000003,33.4,52.1,*,high_spread_18.7|std_9.1
2018,3,night,avion,14.1,7,3.200000000000001,14.1,17.3,,
2018,3,night,total,49.8,8,35.699999999999996,14.1,49.8,,high_spread_35.7|std_12.6
2018,4,day,avion,43.2,8,2.0,43.2,45.2,,
2018,4,day,total,57.1,10,1.1000000000000014,57.1,58.2,*,
2018,4,evening,avion,35.9,7,6.100000000000001,33.4,39.5,,high_spread_6.1
2018,4,evening,total,51.5,6,16.6,35.9,52.5,,high_spread_16.6|std_8.3
2018,4,night,avion,,13,,,,,no_valid_readings
2018,4,night,total,49.7,8,0.09999999999999432,49.7,49.8,,
2018,5,day,avion,40.7,10,0.0,40.7,40.7,,
2018,5,day,total,63.6,10,6.5,57.1,63.6,,high_spread_6.5|std_2.1
2018,5,evening,avion,37.3,8,10.0,37.3,47.3,,high_spread_10.0|std_3.5
2018,5,evening,total,52.5,6,15.200000000000003,37.3,52.5,,high_spread_15.2|std_6.2
2018,5,night,avion,18.9,9,0.0,18.9,18.9,,
2018,5,night,total,50.5,5,0.10000000000000142,50.4,50.5,,
2018,6,day,avion,39.6,13,34.300000000000004,39.6,73.9,,high_spread_34.3|std_12.9
2018,6,day,total,61.1,7,2.5,61.1,63.6,,
2018,6,evening,avion,34.7,6,10.0,34.7,44.7,,high_spread_10.0|std_4.1
2018,6,evening,total,52.2,5,17.5,34.7,52.2,,high_spread_17.5|std_7.8
2018,6,night,avion,25.4,6,0.0,25.4,25.4,,
